منذ متى لا تزال هذه الأعراض مستمرة تقريبًا؟	about how long have these symptoms been going on?
دعت الصين الولايات المتحدة أيضًا إلى رفع عقوباتها عن سوريا وفنزويلا وإيران، في حين أنها على حسب ما ورد ترسل مساعدات للدولتين الأخيرتين.	China has also called for the US to lift its sanctions off of Syria, Venezuela and Iran, while reportedly sending aid to the latter two countries.
حظرت العقوبات الأمريكية تبرع جاك ما بـ 100,000 قناع لكوبا في 3 أبريل.	Jack Ma's donation of 100,000 masks to Cuba was blocked by US sanctions on 3 April.
اتُهمت السلطات الأمريكية أيضًا بتحويل المساعدات التي كانت موجهة إلى دول أخرى إلى بلادها.	US authorities have also been accused of diverting aid meant for other nations to their own country.
وكانت هناك نزاعات متعلقة بالأقنعة تم الإبلاغ عنها بين دول أخرى، مثل ألمانيا، والنمسا، وسويسرا، وجمهورية التشيك، وإيطاليا.	And there have been mask-related disputes reported between other countries, such as Germany, Austria and Switzerland; and the Czech Republic and Italy.
بالإضافة إلى ذلك، استولت تركيا على المئات من أجهزة التنفس الاصطناعي الموجهة إلى إسبانيا.	In addition, Turkey seized hundreds of ventilators destined for Spain.
في أوائل مارس، انتقدت الحكومة الإيطالية افتقار الاتحاد الأوروبي للتضامن مع إيطاليا المتضررة من فيروس كورونا.	In early March, the Italian government criticized the European Union's lack of solidarity with coronavirus-affected Italy.
قال ماوريتسو ماساري، سفير إيطاليا لدى الاتحاد الأوروبي، "إن الصين هي التي استجابت على المستوى الثنائي فقط.	Maurizio Massari, Italy's ambassador to the EU, said that "Only China responded bilaterally.
بالتأكيد، هذه ليست علامة جيدة على التضامن الأوروبي".	Certainly, this is not a good sign of European solidarity."
في 22 مارس، بعد مكالمة هاتفية مع رئيس الوزراء الإيطالي جوزيبي كونتي، قام الرئيس الروسي فلاديمير بوتين بتجهيز الجيش الروسي لإرسال مسعفين عسكريين، وعربات تطهير خاصة، وغيرها من المعدات الطبية إلى إيطاليا.	On 22 March, after a phone call with Italian Prime Minister Giuseppe Conte, Russian president Vladimir Putin arranged the Russian army to send military medics, special disinfection vehicles, and other medical equipment to Italy.
نقلت صحيفة لا ستامبا الإيطالية عن "مصدر سياسي رفيع المستوى" لم يذكر اسمه أن 80 بالمئة من مساعدات روسيا كانت "عديمة أو قليلة النفع لإيطاليا".	Italy's La Stampa newspaper cited an anonymous "high-level political source" that 80 percent of Russia's aid was "useless or of little use to Italy".
اتهم المصدر روسيا بالشروع في هجوم "سياسي جغرافي ودبلوماسي" لافت.	The source accused Russia of embarking on a "geopolitical and diplomatic" charm offensive.
نفى رئيس لومباردي، أتيليو فونتانا، ووزير الخارجية الإيطالي لويجي دي مايو التقارير الصحفية وأعربا عن امتنانهما.	The President of Lombardy, Attilio Fontana, and Italian Foreign Minister Luigi Di Maio dismissed the media reports and expressed their gratitude.
أرسلت روسيا أيضًا طائرة شحن تحمل مساعدات طبية إلى الولايات المتحدة.	Russia also sent a cargo plane with medical aid to the United States.
قال المتحدث باسم الكرملين ديمتري بيسكوف إنه "عند تقديم المساعدة لزملائه الأمريكيين، فإن [بوتي﻿ يفترض أنه عندما تنشط الشركات الأمريكية المصنعة للمعدات والمواد الطبية مرة أخرى، فإنها ستكون أيضًا قادرة على رد الجميل إذا لزم الأمر".	Kremlin spokesman Dmitry Peskov said that "when offering assistance to US colleagues, [Putin] assumes that when US manufacturers of medical equipment and materials gain momentum, they will also be able to reciprocate if necessary."
ستجري التدريبات العسكرية المقررة لحلف شمال الأطلسي "المدافع 2020" في ألمانيا، وبولندا، ودول البلطيق، وهي أكبر مناورة حربية سيجريها الناتو منذ نهاية الحرب الباردة على نطاق ضيق.	The planned NATO "Defender 2020" military exercise in Germany, Poland, and the Baltic states, the largest NATO war exercise since the end of the Cold War, will be held on a reduced scale.
انتقدت الأمينة العامة لحملة نزع السلاح النووي كيت هدسون تدريب المدافع 2020 قائلةً: "إنه في ظل أزمة الصحة العامة الحالية، فإن التدريب لا يُعرض فقط حياة القوات من الولايات المتحدة والعديد من الدول الأوروبية المشاركة للخطر ولكن أيضًا سكان البلدان الذي سيجرى بها". لقد تأثرت الحكومة الإيرانية بشدة بالفيروس، حيث أصيب حوالي عشرين من أعضاء البرلمان بالإضافة إلى خمس عشرة شخصية سياسية سابقة أو حالية أخرى.	The Campaign for Nuclear Disarmament's general secretary Kate Hudson criticized the Defender 2020 exercise: "In the current public-health crisis, it jeopardizes the lives not only of the troops from the US and the many European countries participating but the inhabitants of the countries in which they are operating."The Iranian government has been heavily affected by the virus, with around two dozen parliament members infected as well as fifteen other current or former political figures.
كتب الرئيس الإيراني حسن روحاني رسالة عامة لقادة العالم في 14 مارس 2020 يطلب فيها المساعدة قائلاً، إن بلاده تكافح لمحاربة تفشي المرض بسبب عدم الوصول إلى الأسواق الدولية نتيجة للعقوبات الأمريكية المفروضة ضد إيران. وأثار التفشي دعوات إلى الولايات المتحدة من أجل تبني سياسات اجتماعية شائعة في الدول الغنية الأخرى، بما فيها الرعاية الصحية الشاملة، ورعاية الأطفال الشاملة، والإجازة العائلية مدفوعة الأجر، ومستويات أعلى من تمويل الصحة العامة.	Iran's President Hassan Rouhani wrote a public letter to world leaders asking for help on 14 March 2020, saying that his country is struggling to fight the outbreak due to lack of access to international markets as a result of the United States sanctions against Iran.The outbreak has prompted calls for the United States to adopt social policies common in other wealthy countries, including universal health care, universal child care, paid family leave, and higher levels of funding for public health.
توقع المحللون السياسيون أن ذلك قد يؤثر سلبًا على فرص دونالد ترامب في إعادة انتخابه في الانتخابات الرئاسية لعام 2020. تدهورت العلاقات الدبلوماسية بين اليابان وكوريا الجنوبية بسبب الجائحة.	Political analysts anticipated it may negatively affect Donald Trump's chances of re-election in the 2020 presidential election.Diplomatic relations between Japan and South Korea worsened due to the pandemic.
انتقدت كوريا الجنوبية "جهود الحجر الصحي الغامضة والسلبية" لليابان بعد أن أعلنت اليابان أن أي شخص قادم من كوريا الجنوبية سيوضع في الحجر الصحي في مواقع حكومية معينة لأسبوعين.	South Korea criticized Japan's "ambiguous and passive quarantine efforts" after Japan announced anybody coming from South Korea will be placed in two weeks' quarantine at government-designated sites.
كان المجتمع الكوري الجنوبي مستقطبًا في البداية إزاء استجابة الرئيس مون جاي إن للأزمة.	The South Korean society was initially polarized on President Moon Jae-in's response to the crisis.
وقَّع العديد من الكوريين على عرائض إما تدعو إلى عزل مون بسبب زعمهم أن الحكومة أساءت التعامل مع التفشي أو أشادت باستجابته. سمحت الجائحة للدول بتمرير تشريعات متعلقة بحالات الطوارئ في ظل الاستجابة.	Many Koreans signed petitions either calling for the impeachment of Moon over what they claimed to be government mishandling of the outbreak, or praising his response.The pandemic has allowed countries to pass emergency legislation in response.
أعرب بعض المعلقين عن مخاوفهم من أن ذلك قد يسمح للحكومات بإحكام سيطرتها على السلطة.	Some commentators have expressed concerns that it could allow governments to strengthen their grip on power.
في المجر، صوت البرلمان للسماح لرئيس الوزراء، فيكتور أوربان، بالحكم بموجب مرسوم لأجل غير مسمى، وتعليق البرلمان وكذلك الانتخابات ومعاقبة أولئك الذين نشروا معلومات كاذبة حول الفيروس وتعامل الحكومة مع الأزمة.	In Hungary, its parliament voted to allow the prime minister, Viktor Orbán, to rule by decree indefinitely, suspend parliament as well as elections and punish those deemed to have spread false information about the virus and the government's handling of the crisis.
أُلقي باللوم على تفشي فيروس كورونا الذي أدى إلى العديد من حالات نقص الإمدادات بسبب الاستخدام العالمي المتزايد للمعدات لمكافحة حالات التفشي، والشراء بدافع الهلع، وتعطيل تشغيل المصانع والعمليات اللوجستية.	The coronavirus outbreak has been blamed for several instances of supply shortages, stemming from globally increased usage of equipment to fight the outbreaks, panic buying, and disruption to factory and logistic operations.
أصدرت إدارة الغذاء والدواء الأمريكية تحذيرات بشأن نقص الأدوية والمعدات الطبية بسبب زيادة طلب المستهلكين وتوقف الموردين.	The United States Food and Drug Administration has issued warnings about shortages of drugs and medical equipment due to increased consumer demand and supplier disruption.
شهدت العديد من المناطق أيضًا شراء بدافع الهلع، أدى إلى خلو الرفوف من مواد البقالة الأساسية مثل الطعام، وورق المرحاض، وزجاجات المياه، مما تسبب في نقص الإمدادات.	Several localities also witnessed panic buying that led to shelves being cleared of grocery essentials such as food, toilet paper, and bottled water, inducing supply shortages.
حذرت صناعة التكنولوجيا على وجه الخصوص من تأخر شحنات السلع الإلكترونية.	The technology industry in particular has been warning about delays to shipments of electronic goods.
وفقًا لتصريحات المدير العام لمنظمة الصحة العالمية تيدروس أدهانوم، قد تضاعف الطلب على أدوات الحماية الشخصية بمقدار 100 مرة.	According to WHO director-general Tedros Adhanom, the demand for personal protection equipment has risen 100-fold.
أدى هذا الطلب إلى ارتفاع الأسعار بما يصل إلى عشرين ضعف السعر العادي وتسبب أيضًا في تأخر الإمدادات الطبية لما بين أربعة وستة أشهر.	This demand has led to the increase in prices of up to twenty times the normal price and also induced delays on the supply of medical items for four to six months.
تسبب أيضًا في نقص في أدوات الحماية الشخصية في جميع أنحاء العالم، مع تحذير منظمة الصحة العالمية من أن هذا سيعرض العاملين الصحيين للخطر.	It has also caused a shortage of personal protective equipment worldwide, with the WHO warning that this will endanger health workers.
في أستراليا، أتاحت الجائحة فرصة جديدة لمتسوقي دياغو لبيع المنتجات الأسترالية في الصين.	In Australia, the pandemic provided a new opportunity for daigou shoppers to sell Australian products into China.
أدى النشاط إلى نقص في حليب الرضع في بعض محلات السوبر ماركت وحظرته الحكومة الأسترالية لاحقًا. رغم الانتشار الواسع لحالات كوفيد-19 في شمال إيطاليا ومنطقة ووهان، وما أعقبه من ارتفاع الطلب على المنتجات الغذائية، فقد نجت المنطقتان من النقص الحاد في الغذاء.	The activity has created a shortage of baby formula in some supermarkets and was subsequently banned by the Australian government.Despite the high prevalence of COVID-19 cases in Northern Italy and the Wuhan region, and the ensuing high demand for food products, both areas have been spared from acute food shortages.
نجحت الإجراءات التي اتخذتها الصين وإيطاليا لمكافحة تخزين المنتجات الحيوية والاتجار غير المشروع فيها في تجنب النقص الحاد في الغذاء المتوقع في أوروبا وكذلك في أمريكا الشمالية.	Measures by China and Italy against the hoarding and illicit trade of critical products have been successful, avoiding acute food shortages that were anticipated in Europe as well as in North America.
لم يشهد شمال إيطاليا بإنتاجه الزراعي الكبير انخفاضًا كبيرًا، ولكن الأسعار قد ترتفع وفقًا لتوقعات ممثلين في الصناعة.	Northern Italy with its significant agricultural production has not seen a large reduction, but prices may increase according to industry representatives.
كانت أرفف الطعام فارغة مؤقتًا، حتى في مدينة ووهان، في حين أفرج مسؤولو الحكومة الصينية عن مخزونات لحم الخنزير لضمان التغذية الكافية للسكان.	Empty food shelves were only encountered temporarily, even in Wuhan city, while Chinese government officials released pork reserves to assure sufficient nourishment of the population.
توجد قوانين مماثلة في إيطاليا تلزم منتجي الأغذية بالاحتفاظ بمخزونات لمثل هذه الحالات الطارئة.	Similar laws exist in Italy requiring food producers to keep reserves for such emergencies.
شعرت الصين بالأضرار التي لحقت بالاقتصاد العالمي: وفقًا لتقرير إعلامي في 16 مارس، تضرر الاقتصاد الصيني بشدة في الشهرين الأولين من عام 2020 بسبب الإجراءات التي اتخذتها الحكومة للحد من انتشار الفيروس، وانخفضت مبيعات تجارة التجزئة بـ 20.5%.	Damage to the global economy has been felt in China: according to a media report on 16 March, the economy in China was very hard hit in the first two months of 2020 due to the measures taken by the government to curtail virus spread, and retail sales plunged 20.5%.
نظرًا لأن بر الصين الرئيسي يعد مركزًا اقتصاديًا وصناعيًا رئيسيًا، فقد لوحظ أن تفشي الفيروس يشكل تهديدًا كبيرًا مزعزعًا لاستقرار الاقتصاد العالمي.	As mainland China is a major economy and manufacturing hub, the viral outbreak has been seen to pose a major destabilizing threat to the global economy.
توقعت أغاثا ديماريس من وحدة الاستخبارات الاقتصادية أن تظل الأسواق متقلبة حتى تظهر صورة أوضح عن النتائج المحتملة.	Agathe Demarais of the Economist Intelligence Unit has forecast that markets will remain volatile until a clearer image emerges on potential outcomes.
في يناير 2020، قدر بعض المحللين أن التداعيات الاقتصادية للوباء على النمو العالمي يمكن أن تتجاوز تلك التي حدثت نتيجة تفشي سارس بين عامي 2002 و2004.	In January 2020, some analysts estimated that the economic fallout of the epidemic on global growth could surpass that of the 2002–2004 SARS outbreak.
قدر خبير في جامعة واشنطن في سانت لويس تأثر سلسلة التوريد العالمية بأكثر من 300 مليار دولار والذي يمكن أن يستمر حتى عامين.	One estimate from an expert at Washington University in St. Louis gave a $300+ billion impact on the world's supply chain that could last up to two years.
أفادت تقارير أن منظمة البلدان المصدرة للنفط (الأوبك) شهدت "اختلالًا" بعد انخفاض حاد في أسعار النفط بسبب انخفاض الطلب من الصين.	The Organization of the Petroleum Exporting Countries (OPEC) reportedly "scrambled" after a steep decline in oil prices due to lower demand from China.
تراجعت أسواق الأسهم العالمية في 24 فبراير بسبب الارتفاع الكبير في عدد حالات كوفيد-19 خارج بر الصين الرئيسي.	Global stock markets fell on 24 February due to a significant rise in the number of COVID-19 cases outside mainland China.
في 27 فبراير، وبسبب المخاوف المتزايدة بشأن تفشي فيروس كورونا، سجلت العديد من مؤشرات الأسهم الأمريكية، بما فيها ناسداك-100، وستاندرد آند بورز 500، ومتوسط داو جونز الصناعي أكبر انخفاض لها منذ عام 2008، مع انخفاض داو 1,191 نقطة، وهو أكبر انخفاض له في يوم واحد منذ الأزمة المالية في عام 2007–08.	On 27 February, due to mounting worries about the coronavirus outbreak, various U.S. stock indexes including the NASDAQ-100, the S &amp; amp;P 500 Index, and the Dow Jones Industrial Average posted their sharpest falls since 2008, with the Dow falling 1,191 points, the largest one-day drop since the financial crisis of 2007–08.
أنهت المؤشرات الثلاثة الأسبوع بانخفاض بأكثر من 10%.	All three indexes ended the week down more than 10%.
في 28 فبراير، أكدت سكوب راتينغز جي إم بي إتش التصنيف الائتماني السيادي للصين، لكنها أبقت على التوقعات السلبية.	On 28 February, Scope Ratings GmbH affirmed China's sovereign credit rating, but maintained a Negative Outlook.
تراجعت الأسهم مرة أخرى بسبب المخاوف من فيروس كورونا، وكان أكبر انخفاض في 16 مارس.	Stocks plunged again based on coronavirus fears, the largest fall being on 16 March.
يعتقد الكثيرون أن الركود الاقتصادي محتمل.	Many consider an economic recession to be likely.
أشاد الخبير الاقتصادي محمد العريان بالتدابير الطارئة التي تتخذها البنوك المركزية والدول في الوقت المناسب.	Economist Mohamed El-Erian praised central banks' and states' timely emergency measures.
تستجيب البنوك المركزية بشكل أسرع مما كانت عليه في ظل الانهيار المالي في 2008.	Central banks are reacting more quickly than they did to the 2008 financial crash.
تُعد السياحة أحد القطاعات الأكثر تضررًا بسبب حظر السفر، وإغلاق الأماكن العامة بما فيها مناطق الجذب السياحي، وتحذير الحكومات من السفر في جميع أنحاء العالم.	Tourism is one of the worst affected sectors due to travel bans, closing of public places including travel attractions, and advice of governments against any travel all over the world.
نتيجة لذلك، ألغت العديد من شركات الطيران رحلاتها بسبب انخفاض الطلب، بما فيها الخطوط الجوية البريطانية، والخطوط الجوية الصينية الشرقية، وكانتس، في حين انهارت شركة الطيران الإقليمية البريطانية، فلاي بي.	As a consequence, numerous airlines have cancelled flights due to lower demand, including British Airways, China Eastern Airlines, and Qantas, while British regional airline Flybe collapsed.
كان التأثير على صناعة خطوط الرحلات البحرية عند مستوى لم يسبق له مثيل.	The impact on the cruise line industry was at a level never seen before.
أُغلقت العديد من محطات القطارات وموانئ العبارات أيضًا.	Several train stations and ferry ports have also been closed.
تزامن الوباء مع موسم السفر في عيد الربيع المعروف بـ Chunyun، وهو موسم السفر الرئيسي المرتبط بعطلة رأس السنة الصينية الجديدة.	The epidemic coincided with the Chunyun, a major travel season associated with the Chinese New Year holiday.
ألغت الحكومات الوطنية والإقليمية عددًا من الفاعليات التي تضم حشودًا كبيرة، بما فيها احتفالات رأس السنة الجديدة، مع قيام الشركات الخاصة أيضًا بإغلاق متاجرها بشكل مستقل ومناطق الجذب السياحي مثل ديزني لاند هونغ كونغ وديزني لاند شانغهاي.	A number of events involving large crowds were cancelled by national and regional governments, including annual New Year festivals, with private companies also independently closing their shops and tourist attractions such as Hong Kong Disneyland and Shanghai Disneyland.
أُغلقت العديد من فعاليات السنة القمرية الجديدة ومناطق الجذب السياحي لمنع التجمعات الكبيرة، بما فيها المدينة المحرمة في بكين ومعارض المعابد التقليدية.	Many Lunar New Year events and tourist attractions have been closed to prevent mass gatherings, including the Forbidden City in Beijing and traditional temple fairs.
في 24 مقاطعة من المقاطعات الـ 31، وفي بلديات ومناطق في الصين، مددت السلطات عطلة رأس السنة الجديدة حتى 10 فبراير، وأصدرت تعليمات لمعظم أماكن العمل بعدم إعادة الفتح حتى ذلك التاريخ.	In 24 of China's 31 provinces, municipalities and regions, authorities extended the New Year's holiday to 10 February, instructing most workplaces not to re-open until that date.
تمثل هذه المناطق 80% من إجمالي الناتج المحلي للبلاد و90% من الصادرات.	These regions represented 80% of the country's GDP and 90% of exports.
رفعت هونغ كونغ مستوى الاستجابة للأمراض المعدية إلى أعلى مستوى وأعلنت حالة الطوارئ، وأغلقت المدارس حتى مارس وألغت احتفالات العام الجديد. تأثر قطاع التجزئة على مستوى العالم بتخفيض ساعات العمل في المتاجر أو الإغلاق المؤقت.	Hong Kong raised its infectious disease response level to the highest and declared an emergency, closing schools until March and cancelling its New Year celebrations.The retail sector has been impacted globally, with reductions in store hours or temporary closures.
انخفضت الزيارات إلى تجار التجزئة في أوروبا وأمريكا اللاتينية بـ 40%.	Visits to retailers in Europe and Latin America declined by 40%.
شهد تجار التجزئة في أمريكا الشمالية والشرق الأوسط انخفاضًا بين 50 و60%.	North America and Middle East retailers saw a 50–60% drop.
أدى ذلك أيضًا إلى انخفاض بين 33 و43% في حركة مرور المشاة إلى مراكز التسوق في شهر مارس مقارنة بشهر فبراير.	This also resulted in a 33–43% drop in foot traffic to shopping centres in March compared to February.
فرض مشغلو مراكز التسوق حول العالم تدابير إضافية، مثل زيادة النظافة، وتركيب ماسحات ضوئية حرارية للتحقق من درجة حرارة المتسوقين، وإلغاء الفاعليات. ووفقًا لتقديرات اللجنة الاقتصادية للأمم المتحدة لأمريكا اللاتينية، يمكن أن يترك الركود الناجم عن الجائحة ما بين 14 و22 مليون شخص في فقر مدقع في أمريكا اللاتينية أكثر ممن كانوا سيعانون هذا الوضع دون الجائحة.	Shopping mall operators around the world imposed additional measures, such increased sanitation, installation of thermal scanners to check the temperature of shoppers, and cancellation of events.According to a United Nations Economic Commission for Latin America estimate, the pandemic-induced recession could leave between 14 and 22 million more people in extreme poverty in Latin America than would have been in that situation without the pandemic.
في يناير وفبراير 2020، خلال ذروة الوباء في ووهان، فقد حوالي 5 ملايين شخص في الصين وظائفهم.	In January and February 2020, during the height of the epidemic in Wuhan, about 5 million people in China lost their jobs.
حوصر العديد من العمال المهاجرين الريفيين الصينيين البالغ عددهم حوالي 300 مليون في منازلهم في المقاطعات الداخلية، أو في مقاطعة هوبي. وفي مارس 2020، فقد أكثر من 10 ملايين أمريكي وظائفهم وتقدموا بطلب للحصول على المساعدة الحكومية.	Many of China's nearly 300 million rural migrant workers have been stranded at home in inland provinces or trapped in Hubei province.In March 2020, more than 10 million Americans lost their jobs and applied for government aid.
قد يكلف تفشي فيروس كورونا فقدان 47 مليون وظيفة في الولايات المتحدة، وقد يصل معدل البطالة إلى 32%، وفقًا لتقديرات البنك الاحتياطي الفيدرالي في سانت لويس. وقد خلّف الإغلاق في الهند عشرات الملايين من العمال المهاجرين الهنود (الذين يحصلون على رواتب من خلال الأجور اليومية) العاطلين عن العمل. وجدت الدراسة الاستقصائية التي أجراها معهد أنجوس ريد أن 44% من الأسر الكندية عانت نوعًا من البطالة. فقد ما يقرب من 900,000 عامل وظائفهم في إسبانيا منذ إغلاقها في منتصف مارس 2020.	The coronavirus outbreak could cost 47 million jobs in the United States and unemployment rate may hit 32%, according to estimates by the Federal Reserve Bank of St. Louis.The lockdown in India has left tens of millions of Indian migrant workers (who are paid through daily wages) unemployed.The survey from the Angus Reid Institute found that 44% of Canadian households have experienced some type of unemployment.Nearly 900,000 workers lost their jobs in Spain since it went into lockdown in mid-March 2020.
خلال النصف الثاني من شهر مارس، تقدم 4 ملايين عامل فرنسي بطلب للحصول على إعانات البطالة المؤقتة و1 مليون عامل بريطاني تقدموا بطلب للحصول على مخطط ائتمان شامل. وأرسلت ما يقرب من نصف مليون شركة في ألمانيا عمالها في خطط عمل قصيرة المدة مدعومة من الحكومة تُعرف بكورزاربيت.	During the second half of March, 4 million French workers applied for temporary unemployment benefits and 1 million British workers applied for a universal credit scheme.Almost half a million companies in Germany have sent their workers on a government-subsidized short-time working schemes known as Kurzarbeit.
تبنت فرنسا وبريطانيا خطة تعويض العمل لفترات قصيرة الألمانية.	The German short-time work compensation scheme has been adopted by France and Britain.
تأثر قطاعا الفنون المسرحية والتراث الثقافي تأثرًا عميقًا بالجائحة، مما أثر على عمليات المنظمات وكذلك الأفراد—العاملين والمستقلين—عالميًا.	The performing arts and cultural heritage sectors have been profoundly affected by the pandemic, impacting organizations' operations as well as individuals—both employed and independent—globally.
سعت مؤسسات قطاع الفنون والثقافة إلى دعم مهمتها (الممولة من الحكومة غالبًا) لتوفير الوصول إلى التراث الثقافي للمجتمع، والحفاظ على سلامة موظفيها والجمهور، ودعم الفنانين قدر الإمكان.	Arts and culture sector organizations attempted to uphold their (often publicly funded) mission to provide access to cultural heritage to the community, maintain the safety of their employees and the public, and support artists where possible.
بحلول مارس 2020، في جميع أنحاء العالم وبدرجات متفاوتة، أُغلقت المتاحف، والمكتبات، وأماكن تقديم العروض، وغيرها من المؤسسات الثقافية إلى أجل غير مسمى مع إلغاء معارضها وفعالياتها وعروضها أو تأجيلها.	By March 2020, across the world and to varying degrees, museums, libraries, performance venues, and other cultural institutions had been indefinitely closed with their exhibitions, events and performances cancelled or postponed.
استجابةً لذلك كانت هناك جهود مكثفة لتقديم خدمات بديلة من خلال المنصات الرقمية. ومن بين التداعيات الحديثة الأخرى المتسارعة للمرض تم إلغاء الخدمات الدينية، والفعاليات الرئيسة الرياضية، وغيرها من الفعاليات الاجتماعية، مثل المهرجانات الموسيقية والحفلات الموسيقية، والمؤتمرات التكنولوجية، وعروض الأزياء.	In response there were intensive efforts to provide alternative services through digital platforms.Another recent and rapidly accelerating fallout of the disease is the cancellation of religious services, major events in sports, and other social events, such as music festivals and concerts, technology conferences, and fashion shows.
عانت صناعة السينما أيضًا توقفًا. وأعلن الفاتيكان إلغاء احتفالات الأسبوع المقدس في روما، التي تحدث خلال الأسبوع الأخير من موسم التوبة المسيحي في الصوم الكبير.	The film industry has also experienced disruption.The Vatican announced that Holy Week observances in Rome, which occur during the last week of the Christian penitential season of Lent, have been cancelled.
أوصت العديد من الأبرشيات المسيحيين كبار السن بالبقاء في المنزل عوضًا عن حضور القداس أيام الأحد؛ حيث جعلت بعض الكنائس خدمات الكنيسة متاحة عبر الإذاعة، أو البث المباشر عبر الإنترنت أو التلفزيون بينما يقدم البعض الآخر العبادة دون مغادرة سياراتهم.	Many dioceses have recommended older Christians to stay at home rather than attending Mass on Sundays; some churches have made church services available via radio, online live streaming or television while others are offering drive-in worship.
مع إغلاق أبرشية روما الكاثوليكية في روما كنائسها والمصلى الكنسي، وإخلاء ساحة القديس بطرس من الحجاج المسيحيين، ألغت الهيئات الدينية الأخرى أيضًا الخدمات والتجمعات العامة المحدودة في الكنائس، والمساجد، ومعابد الكنيس اليهودية، والمعابد، والغوردوارا.	With the Roman Catholic Diocese of Rome closing its churches and chapels and St. Peter's Square emptied of Christian pilgrims, other religious bodies also cancelled services and limited public gatherings in churches, mosques, synagogues, temples and gurdwaras.
أعلنت وزارة الصحة الإيرانية عن إلغاء صلاة الجمعة في المناطق المتضررة من التفشي وبعد ذلك أغلقت الأضرحة، في حين حظرت المملكة العربية السعودية دخول الحجاج الأجانب وكذلك سكانها إلى الأماكن المقدسة في مكة والمدينة.	Iran's Health Ministry announced the cancellation of Friday prayers in areas affected by the outbreak and shrines were later closed, while Saudi Arabia banned the entry of foreign pilgrims as well as its residents to holy sites in Mecca and Medina.
سببت هذه الجائحة أكبر اختلال في التقويم الرياضي العالمي منذ الحرب العالمية الثانية.	The pandemic has caused the most significant disruption to the worldwide sporting calendar since the Second World War.
أُلغيت معظم الفعاليات الرياضية الكبرى أو أُجلت، بما فيها دوري أبطال أوروبا 2019-20، والدوري الممتاز 2019-20، والدوري الأوروبي 2020، وموسم الدوري الأمريكي لكرة السلة للمحترفين 2019-20، وموسم دوري الهوكي الوطني 2019-20.	Most major sporting events have been either cancelled or postponed, including the 2019–20 UEFA Champions League, 2019–20 Premier League, UEFA Euro 2020, 2019–20 NBA season, and 2019–20 NHL season.
عطّل التفشي خطط دورة الألعاب الأولمبية الصيفية لعام 2020، والتي كان من المقرر أن تبدأ في نهاية شهر يوليو، وأعلنت اللجنة الأولمبية الدولية في 24 مارس أن الفاعلية "ستعاد جدولتها إلى ما بعد عام 2020 ولكن في موعد أقصاه صيف 2021". أغلقت نوادي القمار وأماكن اللعب الأخرى حول العالم وأُجلت بطولات القمار المباشرة أو أُلغيت.	The outbreak disrupted plans for the 2020 Summer Olympics, which were originally scheduled to start at the end of July; the International Olympic Committee announced on 24 March that the event will be "rescheduled to a date beyond 2020 but not later than summer 2021".Casinos and other gaming venues worldwide have closed and live poker tournaments have been either postponed or cancelled.
أدى هذا بالعديد من المقامرين إلى الانتقال للعب عبر الإنترنت، حيث أبلغت العديد من مواقع المقامرة عبر الإنترنت عن زيادات كبيرة في معدلات الاشتراكات الجديدة. تأثرت صناعة الترفيه أيضًا، حيث علّقت مجموعات موسيقية مختلفة أو ألغت جولات الحفلات الموسيقية.	This has led many gamblers to move online, with many online gambling sites reporting significant increases in their rates of new sign-ups.The entertainment industry has also been affected, with various music groups suspending or cancelling concert tours.
علقت العديد من المسارح الكبيرة مثل تلك الموجودة في برودواي جميع العروض أيضًا.	Many large theatres such as those on Broadway also suspended all performances.
اكتشف بعض الفنانين طرقًا لمواصلة إنتاج العمل ومشاركته عبر الإنترنت كبديل للأداء المباشر التقليدي، مثل حفلات البث المباشر أو إنشاء "احتفالات" عبر الإنترنت للفنانين لأداء أعمالهم وتوزيعها ونشرها.	Some artists have explored ways to continue to produce and share work over the internet as an alternative to traditional live performance, such as live streaming concerts or creating web-based "festivals" for artists to perform, distribute, and publicize their work.
انتشرت على شبكة الإنترنت العديد من ميمات الإنترنت عن فيروس كورونا حيث تحول الكثير إلى الفكاهة والتسلية في ظل عدم اليقين.	Online, numerous coronavirus-themed Internet memes have spread as many turn to humour and distraction amid uncertainty.
منذ تفشي كوفيد-19، لوحظ التحيز الشديد وكراهية الأجانب وعنصريتهم تجاه الأشخاص ذوي الأصول الصينية والشرق آسيوية، وضد الأشخاص من البؤر الساخنة في أوروبا والولايات المتحدة وبلدان أخرى.	Since the outbreak of COVID-19, heightened prejudice, xenophobia, and racism have been noted toward people of Chinese and East Asian descent, and against people from hotspots in Europe, the United States and other countries.
لوحظت حوادث الخوف والشك والعداء في العديد من البلدان، وخاصة في أوروبا، وشرق آسيا، وأمريكا الشمالية، ومنطقة آسيا والمحيط الهادئ.	Incidents of fear, suspicion, and hostility have been observed in many countries, particularly in Europe, East Asia, North America, and the Asia-Pacific region.
وثقت التقارير الصادرة في فبراير (عندما كانت غالبية الحالات لا تزال محصورة في الصين) مشاعر عنصرية عبرت عنها مجموعات مختلفة في جميع أنحاء العالم تجاه الصينيين بأنهم يستحقون الفيروس أو يتلقون ما يُزعم أنه عقاب مبرر.	Reports from February (when the majority of the cases had still been confined to China) have documented racist sentiments expressed in various groups worldwide of Chinese people deserving the virus or receiving what has been claimed as justified retribution.
